platform,asin,title,brand,category,current_price,original_price,discount,rating,reviews_count,prime_eligible,amazon_choice,sponsored,main_image,product_url,scraped_at
amazon,B0CG385MP9,"Pro Cleaning Kit (Gen 1/2/3 Compatible): Keyboard Brush, Cleaning Pen for Earbuds (Samsung/Beats), Laptop/Phone - White",,Samsung laptop,EGP 57.00,,,3.9,,,,,https://m.media-amazon.com/images/I/71oQSBe7ixL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CG385MP9,2026-03-28T13:40:28.757703
amazon,B0CCYYQ9DX,"3 Pack USB Type C USB 3.1 Type C Female to USB Male Adapter Connector Converter Works with Laptops,Chargers Compatible for Airpods, iPad, Samsung Galaxy, Google Pixel",,Samsung laptop,EGP 54.00,EGP 65.51,Save 18%,4.0,Was:,,,,https://m.media-amazon.com/images/I/618+t2IOYsL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CCYYQ9DX,2026-03-28T13:40:28.758342
amazon,B0FPPGL5TH,"1.5 Meter 2 Pin Power EU Cable Compatible With Samsung, Philips, LG, Sony, TV, PS4, PS3, Computer, Monitors, Printers, Laptop, Notebook Device, Radio & Cassette, (Black)",,Samsung laptop,EGP 59.00,,,4.1,,,,,https://m.media-amazon.com/images/I/51jb91UPPnL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FPPGL5TH,2026-03-28T13:40:28.758819
amazon,B0BX68823V,"Earphones for Samsung Galaxy A70 / A 70 Earphone Original Like Wired Noise Cancellation In-Ear Headphones Stereo Deep Bass Head Hands-free Headset Earbud With Built in-line Mic, Call Answer/End Button",,Samsung laptop,EGP 95.00,,,3.5,,,,,https://m.media-amazon.com/images/I/61aPYUCbxfL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BX68823V,2026-03-28T13:40:28.759362
amazon,B0CKSYYYQT,Dell,Dell,Samsung laptop,"EGP 20,000.00",,,2.3,,,,,https://m.media-amazon.com/images/I/81ic5l79K2L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CKSYYYQT,2026-03-28T13:40:37.944492
amazon,B0CX22ZW1T,Apple,Apple,Samsung laptop,"EGP 52,949.01",,,4.8,,,,,https://m.media-amazon.com/images/I/71ItMeqpN3L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CX22ZW1T,2026-03-28T13:40:37.945047
amazon,B0CKMXTFJY,HP,HP,Samsung laptop,"EGP 18,000.00",,,,,,,,https://m.media-amazon.com/images/I/61z+ziRRtcL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CKMXTFJY,2026-03-28T13:40:37.945427
amazon,B0BM548V9Q,HP,HP,Samsung laptop,,,,3.6,,,,,https://m.media-amazon.com/images/I/61d4ZL2o-ML._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BM548V9Q,2026-03-28T13:40:37.946114
amazon,B0B3C1NP41,"2022 Apple MacBook Air laptop with M2 chip: 13.6-inch Liquid Retina display, 8GB RAM, 256GB SSD storage, 1080p FaceTime HD camera. Works with iPhone and iPad; Midnight; English",,Samsung laptop,"EGP 50,000.00",,,4.7,,,,,https://m.media-amazon.com/images/I/71uJwr1IrZL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0B3C1NP41,2026-03-28T13:40:37.946662
amazon,B0DVT1FDWC,Dell,Dell,Samsung laptop,"EGP 31,849.00",,,3.5,,,,,https://m.media-amazon.com/images/I/71JPy7gSTyL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DVT1FDWC,2026-03-28T13:40:37.947159
