platform,asin,title,brand,category,current_price,original_price,discount,rating,reviews_count,prime_eligible,amazon_choice,sponsored,main_image,product_url,scraped_at
amazon,B0CZTN24BQ,"Zip Ties Heavy Duty 10 CM Cable Ties 20pcs, Nylon Self-Locking Strong Outdoor Wire Ties Wraps with 120 Pounds Tensile Strength - color may vary",,Cat8102031,EGP 6.00,,,3.8,,,,,https://m.media-amazon.com/images/I/81v6HNgl8dL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CZTN24BQ,2026-03-28T13:30:23.733194
amazon,B0BPQJFRGC,Telephone line cord Cable RJ11 150CM 2 pin Compatible with Router And Home Telephone - Black,,Cat8102031,EGP 9.41,,,3.4,,,,,https://m.media-amazon.com/images/I/610VoUBWEzL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BPQJFRGC,2026-03-28T13:30:23.733740
amazon,B09693PDHT,Generic 9V Battery Snap Power Cable for 3D Printers,,Cat8102031,EGP 6.30,,,4.0,,,,,https://m.media-amazon.com/images/I/61azWsCbV4L._AC_UL320_.jpg,https://www.amazon.eg/dp/B09693PDHT,2026-03-28T13:30:23.734285
amazon,B0FD8PKLLF,Mintra Round Plastic-Coated Wire Clips F16 Pack of 7 Model 94459,,Cat8102031,EGP 9.00,,,,,,,,https://m.media-amazon.com/images/I/41HUR3vsH8L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FD8PKLLF,2026-03-28T13:30:23.734737
amazon,B0FD8QKBPM,Mintra Square Plastic-Coated Wire Clips F14 Pack of 10 Model 94467,,Cat8102031,EGP 9.00,,,,,,,,https://m.media-amazon.com/images/I/41VuGw8eq2L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FD8QKBPM,2026-03-28T13:30:23.735215
amazon,B0C43LMHQZ,vinnic Venick rotating stone battery - cline v1.5 5.4x7.9mm l754f lr48,,Cat8102031,EGP 5.26,,,,,,,,https://m.media-amazon.com/images/I/611O4xPEDEL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0C43LMHQZ,2026-03-28T13:30:23.735658
amazon,B098TZ36ZL,Nano to Micro/Standard SIM Card Adapter for iPhone 5 4 4S Sumsung Galaxy S3 [PA1329 ],,Cat8102031,,,,3.5,,,,,https://m.media-amazon.com/images/I/51k8s0fOF2L._AC_UL320_.jpg,https://www.amazon.eg/dp/B098TZ36ZL,2026-03-28T13:30:23.736421
amazon,B0FY72HHCL,"Plastic Back Cover For Oppo A1k,Multicolor MS-M-9",,Cat8102031,EGP 10.00,,,,,,,,https://m.media-amazon.com/images/I/51Z2eiwZRVL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FY72HHCL,2026-03-28T13:30:23.736880
amazon,B091JD3RBN,Arduino 2 Pin Mini Push Button,,Cat8102031,EGP 13.88,,,3.7,,,,,https://m.media-amazon.com/images/I/41C5LeVJPrL._AC_UL320_.jpg,https://www.amazon.eg/dp/B091JD3RBN,2026-03-28T13:30:27.107846
amazon,B09GNYRNFH,Battery Clip (9V),,Cat8102031,EGP 17.36,,,4.1,,,,,https://m.media-amazon.com/images/I/61B5PsnaszL._AC_UL320_.jpg,https://www.amazon.eg/dp/B09GNYRNFH,2026-03-28T13:30:27.108459
amazon,B08YNS5Z3X,Dc power female connector for cctv camera power - 26 cm,,Cat8102031,EGP 13.88,,,4.1,,,,,https://m.media-amazon.com/images/I/51oU4bW97EL._AC_UL320_.jpg,https://www.amazon.eg/dp/B08YNS5Z3X,2026-03-28T13:30:27.109084
amazon,B091BKSZ7T,Spiral Charger Cable Protector (4 Color),,Cat8102031,EGP 18.00,,,3.9,,,,,https://m.media-amazon.com/images/I/512nyb6P8jL._AC_UL320_.jpg,https://www.amazon.eg/dp/B091BKSZ7T,2026-03-28T13:30:27.109617
amazon,B0GP9T2G1V,Mobile Gaming Finger Glove Set of 2,,Cat8102031,EGP 17.80,,,3.3,,,,,https://m.media-amazon.com/images/I/71tuAbtjpjL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0GP9T2G1V,2026-03-28T13:30:27.110177
amazon,B0FQ62YQHF,Quest Phone Lanyard Tab Universal Phones Tether Tabs Phone Lanyard Patch Replacement Patches with Metal Ring for Safety Drop Protection Compatible with Most Smartphones Case Cellphone Pad(1Piece),,Cat8102031,EGP 18.00,,,3.3,,,,,https://m.media-amazon.com/images/I/11Rsj52aXlL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FQ62YQHF,2026-03-28T13:30:27.110698
amazon,B08YNFNHL4,4Pcs USB Cable Protector Saver Earphone Cord Protection Wire Cover Data Charger Line Protection Headphone Winder,,Cat8102031,EGP 18.00,,,4.0,,,,,https://m.media-amazon.com/images/I/51hbkAKOnAL._AC_UL320_.jpg,https://www.amazon.eg/dp/B08YNFNHL4,2026-03-28T13:30:27.111238
amazon,B07T6LPYQZ,HUMBLE® - Set of 2 Protective Charging Cable Sleeves for Spiral Charging Cable (8 Pieces),,Cat8102031,EGP 18.82,EGP 29.00,,4.1,List:,,,,https://m.media-amazon.com/images/I/61CvcQp+euL._AC_UL320_.jpg,https://www.amazon.eg/dp/B07T6LPYQZ,2026-03-28T13:30:27.111826
amazon,B0BRKBS3GY,CAMELION BATTERY AA 1.5V 2PCS,,Cat8102031,EGP 20.00,EGP 25.00,,4.0,List:,,,,https://m.media-amazon.com/images/I/61ZOXaXWuHL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BRKBS3GY,2026-03-28T13:30:27.112434
amazon,B0CZTLMR2P,"Generic Zip Ties Heavy Duty 37 CM Cable Ties 20pcs, Nylon Self-Locking Strong Outdoor Wire Ties Wraps with 120 Pounds Tensile Strength - White",,Cat8102031,EGP 19.00,,,3.8,,,,,https://m.media-amazon.com/images/I/51x6sR08qrL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CZTLMR2P,2026-03-28T13:30:27.112964
amazon,B0D6WGW1HS,"Wall Mount Mobile Phone Charger Holder, 3M Adhesive Cell Phone Wall Stand for Charger, Phone Holders for Shower Bed Wall (multicolor)",,Cat8102031,EGP 20.00,,,3.1,,,,,https://m.media-amazon.com/images/I/61tiX-UT4IL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D6WGW1HS,2026-03-28T13:30:27.113472
amazon,B0F925DDWF,Micro Sim Adapter 4 in 1 Nano SIM Card Adapter Key Input for Mobile Phones (SIM Eject Pin),,Cat8102031,EGP 17.79,,,4.1,,,,,https://m.media-amazon.com/images/I/51a4BXw+SgL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0F925DDWF,2026-03-28T13:30:27.114038
amazon,B0GCT5QCFY,Finger Sleeve for Mobile Pubg Game and More - Pair (2PCS),,Cat8102031,EGP 17.80,,,1.0,,,,,https://m.media-amazon.com/images/I/41oNb2OVIwL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0GCT5QCFY,2026-03-28T13:30:27.115075
amazon,B0BF76RY2V,ONYK HDMI Extender 4K Female X Female Converter Extension For Screen Monitor Portable PC TV HDTV Cable Extension Splice For PREMIUM Cables,,Cat8102031,EGP 18.82,,,4.2,,,,,https://m.media-amazon.com/images/I/51tD6zVh4cL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BF76RY2V,2026-03-28T13:30:27.115561
amazon,B0C8P3XCZ4,Camelion battery AAA 1.5V 2PCS,,Cat8102031,EGP 20.00,EGP 25.00,,4.4,List:,,,,https://m.media-amazon.com/images/I/51nkW622PyL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0C8P3XCZ4,2026-03-28T13:30:27.116167
amazon,B0CPF8QNPD,G-POWER GP125 Widening Plug Adapter With High Quality And Efficiency 250 volt - White,,Cat8102031,EGP 15.96,,,2.8,,,,,https://m.media-amazon.com/images/I/61hT-Lzif+L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CPF8QNPD,2026-03-28T13:30:27.116653
amazon,B09SGLWLCH,"6 cm Transparent Male-to-Male RJ45 Cat5e Ethernet Cable Connectors (10 pieces) for Personal Computer, Router, Switch, Server, Network Printer",,Cat8102031,EGP 14.00,,,3.7,,,,,https://m.media-amazon.com/images/I/51G4YK0SQ+L._AC_UL320_.jpg,https://www.amazon.eg/dp/B09SGLWLCH,2026-03-28T13:30:27.117185
