platform,asin,title,brand,category,current_price,original_price,discount,rating,reviews_count,prime_eligible,amazon_choice,sponsored,main_image,product_url,scraped_at
amazon,B0DRLBQNXQ,Leta Mango Passion Ice Pops 60 ml,,Perfumes,EGP 9.00,,,,,,,,https://m.media-amazon.com/images/I/61lltrtePxL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DRLBQNXQ,2026-03-28T13:34:34.291722
amazon,B0B8NYK1YG,AVUVA Body Splash Vanilla Coconut 55ml,,Perfumes,EGP 40.50,,,3.8,,,,,https://m.media-amazon.com/images/I/61agWtn+BWL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0B8NYK1YG,2026-03-28T13:34:39.247987
amazon,B0BTW242CT,Fogg Perfume Spray Pocket - Marco 17 Ml,,Perfumes,EGP 35.00,,,4.0,,,,,https://m.media-amazon.com/images/I/51nY89QlI9L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BTW242CT,2026-03-28T13:34:39.248558
amazon,B0BTW1Y5LF,Fogg Perfume Spray Pocket - Dynamic 17 Ml,,Perfumes,EGP 35.00,,,4.2,,,,,https://m.media-amazon.com/images/I/51hcKNilWuL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BTW1Y5LF,2026-03-28T13:34:39.249118
amazon,B0BTW62RLN,Fogg Perfume Spray Pocket - Oak 17 Ml,,Perfumes,EGP 44.30,,,4.2,,,,,https://m.media-amazon.com/images/I/517aV2TFfKL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BTW62RLN,2026-03-28T13:34:39.249679
amazon,B0B8NYF6MV,AVUVA Body Splash Passion Fruit 55 ml,,Perfumes,EGP 45.00,,,4.1,,,,,https://m.media-amazon.com/images/I/519tzpcO-DL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0B8NYF6MV,2026-03-28T13:34:39.250290
amazon,B0BTW5VD5C,Fogg Perfume Spray Pocket - Royal 17 Ml,,Perfumes,EGP 45.40,,,4.1,,,,,https://m.media-amazon.com/images/I/517DZslVYNL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BTW5VD5C,2026-03-28T13:34:39.250835
amazon,B0B8NVGXS4,AVUVA Body Splash Cherry Blossom 55 ml,,Perfumes,EGP 40.50,EGP 56.50,,3.7,Was:,,,,https://m.media-amazon.com/images/I/51bOjfv0TBL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0B8NVGXS4,2026-03-28T13:34:39.251483
amazon,B0D8YFRHKF,"Kaline FLO Cool Perfume Spray for Him,75 Ml",,Perfumes,EGP 35.00,EGP 40.00,,3.8,Was:,,,,https://m.media-amazon.com/images/I/31gur6LhxZL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D8YFRHKF,2026-03-28T13:34:39.252117
amazon,B0B8NW4SWZ,AVUVA Body Splash Mango Peach 55 ml,,Perfumes,EGP 40.50,,,3.7,,,,,https://m.media-amazon.com/images/I/611w6Pxbq8L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0B8NW4SWZ,2026-03-28T13:34:39.252674
amazon,B0DXFX46ZV,Starky Makhmarya Royal Oud Long Lasting Odour Alcohol Free For Women-50ml,,Perfumes,EGP 35.00,,,3.4,,,,,https://m.media-amazon.com/images/I/71f8j-ubCcL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DXFX46ZV,2026-03-28T13:34:39.253232
amazon,B0BDX3BBTJ,Body Way Makhmaria Perfumed Body Gel With Mercy Perfume- 50 gm,,Perfumes,EGP 39.33,,,3.9,,,,,https://m.media-amazon.com/images/I/515FISDw1XL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BDX3BBTJ,2026-03-28T13:34:39.253747
amazon,B091J843MG,Shana Tayeb Rose Oil - 30 ML,,Perfumes,EGP 47.02,EGP 57.00,,4.1,Was:,,,,https://m.media-amazon.com/images/I/510Vxf8nyVL._AC_UL320_.jpg,https://www.amazon.eg/dp/B091J843MG,2026-03-28T13:34:39.254373
amazon,B0D8YHBCRT,"Kaline FLO Chic Perfume Spray for Her,75 Ml",,Perfumes,EGP 35.00,EGP 40.00,,3.4,Was:,,,,https://m.media-amazon.com/images/I/31WWIrQOPvL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D8YHBCRT,2026-03-28T13:34:39.254972
amazon,B0D8YGRJF2,"Kaline FLO Sport Perfume Spray for Him,75 Ml",,Perfumes,EGP 35.00,EGP 40.00,,3.2,Was:,,,,https://m.media-amazon.com/images/I/31bpp+iptUL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D8YGRJF2,2026-03-28T13:34:39.255602
