platform,asin,title,brand,category,current_price,original_price,discount,rating,reviews_count,prime_eligible,amazon_choice,sponsored,main_image,product_url,scraped_at
amazon,B0CF55GSB1,OTG Adapter USB to Micro USB Converter Mini OTG Cable Andriod USB OTG Adapter for Tablet PC Android Samsung Xiaomi Yellow,,Samsung tablet,EGP 44.99,,,2.7,,,,,https://m.media-amazon.com/images/I/41DXORVOAIL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CF55GSB1,2026-03-28T13:37:09.435559
amazon,B0CF562CK2,OTG Adapter USB to Micro USB Converter Mini OTG Cable Andriod USB OTG Adapter for Tablet PC Android Samsung Xiaomi Pink,,Samsung tablet,EGP 49.99,,,,,,,,https://m.media-amazon.com/images/I/41swDBJ1CFL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CF562CK2,2026-03-28T13:37:09.436036
amazon,B0CF56FDM8,OTG Adapter USB to Micro USB Converter Mini OTG Cable Andriod USB OTG Adapter for Tablet PC Android Samsung Xiaomi Green,,Samsung tablet,EGP 49.99,,,,,,,,https://m.media-amazon.com/images/I/61N6R3cjxFL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CF56FDM8,2026-03-28T13:37:09.436445
amazon,B0G4R6S27R,Sonix,Sonix,Samsung tablet,EGP 45.00,,,,,,,,https://m.media-amazon.com/images/I/31Of184U7nL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0G4R6S27R,2026-03-28T13:37:09.436918
amazon,B07QPSRZKD,Gerutek,Gerutek,Samsung tablet,EGP 83.67,EGP 94.01,,4.6,Was:,,,,https://m.media-amazon.com/images/I/71GhljuMZPL._AC_UL320_.jpg,https://www.amazon.eg/dp/B07QPSRZKD,2026-03-28T13:37:16.557435
amazon,B08Y8Z8YXZ,HD Clear Glass Screen Protector For Samsung Galaxy Tab A 2016_T585 10.1 INCH,,Samsung tablet,EGP 99.00,,,2.7,,,,,https://m.media-amazon.com/images/I/61t5RpGW+gL._AC_UL320_.jpg,https://www.amazon.eg/dp/B08Y8Z8YXZ,2026-03-28T13:37:16.557937
amazon,B098TW877M,Muzz,Muzz,Samsung tablet,EGP 97.90,,,3.5,,,,,https://m.media-amazon.com/images/I/51GuLHiaARL._AC_UL320_.jpg,https://www.amazon.eg/dp/B098TW877M,2026-03-28T13:37:16.558395
amazon,B0966S1L6Z,Keendex,Keendex,Samsung tablet,,,,3.2,,,,,https://m.media-amazon.com/images/I/51i1dkDlV9L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0966S1L6Z,2026-03-28T13:37:16.559069
amazon,B0D73ZM8X3,"360°Rotating Phone Holder for Desk, Portable & Foldable Cell Phone Stand for Office & Kitchen, Adjustable Tablet Stand for All Mobile Phones, iPhone, iPad (Black)",,Samsung tablet,EGP 53.00,EGP 74.99,,3.7,List:,,,,https://m.media-amazon.com/images/I/51fCrL5R9BL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D73ZM8X3,2026-03-28T13:37:16.559608
amazon,B08R8NDQ98,BORLTER CLAMP,BORLTER CLAMP,Samsung tablet,EGP 63.00,,,4.4,,,,,https://m.media-amazon.com/images/I/51w-HIvRFML._AC_UL320_.jpg,https://www.amazon.eg/dp/B08R8NDQ98,2026-03-28T13:37:16.560120
amazon,B0C9VRXFDH,Mepsies,Mepsies,Samsung tablet,EGP 75.00,,,4.2,,,,,https://m.media-amazon.com/images/I/615XbRfoj7L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0C9VRXFDH,2026-03-28T13:37:16.560618
amazon,B0FZV73D5Z,G-Power,G-Power,Samsung tablet,EGP 59.00,,,4.5,,,,,https://m.media-amazon.com/images/I/61EAGhnl-aL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FZV73D5Z,2026-03-28T13:37:16.561126
amazon,B0CXN6649T,Multi Angle Cell Phone Stand Tablet Holder Stand For Tablet - Plastic Mobile Stand - Multi Color (Purple),,Samsung tablet,EGP 59.99,,,3.4,,,,,https://m.media-amazon.com/images/I/41FCKajmxhL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CXN6649T,2026-03-28T13:37:16.561567
amazon,B0G3XWCL92,"KM Technology Universal Stylus, tylus Touch Screen Pens Stylus Pen Touch Screen Stylus Writing Drawing Pen for SmartPhone/Tablet PC, Plastic, compatible with iPhone, samsung, Xiaomi, School Tablet",,Samsung tablet,EGP 75.00,,,1.8,,,,,https://m.media-amazon.com/images/I/51mRd+5PskL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0G3XWCL92,2026-03-28T13:37:16.562050
amazon,B0FNX7H46H,TECHZONE,TECHZONE,Samsung tablet,EGP 59.00,,,3.5,,,,,https://m.media-amazon.com/images/I/41S8FIZMClL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FNX7H46H,2026-03-28T13:37:16.562489
amazon,B0D5DGF1YK,G-POWER,G-POWER,Samsung tablet,EGP 55.01,,,4.1,,,,,https://m.media-amazon.com/images/I/41A0+GPbcaL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D5DGF1YK,2026-03-28T13:37:16.562984
amazon,B081PWQFM3,ASPOR,ASPOR,Samsung tablet,,,,3.6,,,,,https://m.media-amazon.com/images/I/41-Vm1Xh4-S._AC_UL320_.jpg,https://www.amazon.eg/dp/B081PWQFM3,2026-03-28T13:37:16.563359
amazon,B0BLXYL6XT,Multi Angle Cell Phone Stand Tablet Stand Holder - Plastic Mobile Stand - Multi Color (Green) (Yellow),,Samsung tablet,EGP 50.99,EGP 59.99,,3.4,Was:,,,,https://m.media-amazon.com/images/I/41IH+mhoSHL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BLXYL6XT,2026-03-28T13:37:16.563919
amazon,B0DTZ6BFZB,"Pack of 4 Pic USB C Adapter, Type-c to USB 3.1 Adapter, USB C Male to USB A Female OTG Compatible with MacBook Pro, Samsung Galaxy S8,S9,S10,S20,S21,S22, Note 8,9Type-C Mobile Phones, Tablets &Laptops",,Samsung tablet,EGP 86.90,,,2.9,,,,,https://m.media-amazon.com/images/I/61rxKOu-ORL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DTZ6BFZB,2026-03-28T13:37:16.564359
amazon,B0FZV4BRMD,G-Power,G-Power,Samsung tablet,EGP 74.14,,,5.0,,,,,https://m.media-amazon.com/images/I/51-G27-QxKL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FZV4BRMD,2026-03-28T13:37:16.564832
amazon,B0CKRVK4FH,"Earphones for Samsung Galaxy Alpha Earphones Original Like Wired in-Ear Headphones Stereo Deep Bass Head Hands-Free Headset Earbud with Built in-line Mic, 3.5mm Jack (YS11, White)",,Samsung tablet,EGP 68.00,,,3.2,,,,,https://m.media-amazon.com/images/I/51W2568WFpL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CKRVK4FH,2026-03-28T13:37:16.565315
amazon,B0FZTZJVD6,G-Power,G-Power,Samsung tablet,EGP 89.00,,,3.7,,,,,https://m.media-amazon.com/images/I/61GuumNdywL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FZTZJVD6,2026-03-28T13:37:16.565804
amazon,B0G4R55XFK,Sonix,Sonix,Samsung tablet,EGP 78.75,,,,,,,,https://m.media-amazon.com/images/I/21da18AwCeL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0G4R55XFK,2026-03-28T13:37:16.566210
amazon,B0FZV341M7,G-Power,G-Power,Samsung tablet,EGP 81.77,,,5.0,,,,,https://m.media-amazon.com/images/I/61yYEEyvxDL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FZV341M7,2026-03-28T13:37:16.566672
amazon,B0DT9YWCQC,"Earphone for Samsung Galaxy, Wired Headphones Headset with High-Fidelity Sound, Built-in Microphone, for an EnhancedListening Experience and Clear Calls (White) (One Piece)",,Samsung tablet,EGP 97.90,,,2.3,,,,,https://m.media-amazon.com/images/I/51pjYZXK9wL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DT9YWCQC,2026-03-28T13:37:16.567139
amazon,B0FZV1DB8S,G-Power,G-Power,Samsung tablet,EGP 84.06,,,5.0,,,,,https://m.media-amazon.com/images/I/61Eu2FwelzL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FZV1DB8S,2026-03-28T13:37:16.567570
amazon,B0FZV8QYYW,G-Power,G-Power,Samsung tablet,EGP 99.00,,,5.0,,,,,https://m.media-amazon.com/images/I/31Pm3vqrNnL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FZV8QYYW,2026-03-28T13:37:16.568059
amazon,B0FRK4CSFS,"KM TECHNOLOGY Cellphone Stands Holders Desktop (Metal) 360 Rotatable Height Adjustable Foldable Cell Phone Stand for Recording Charger Compatible with iPhone, Samsung and More (Purple)",,Samsung tablet,EGP 75.00,,,3.0,,,,,https://m.media-amazon.com/images/I/51TrbtVI0YL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FRK4CSFS,2026-03-28T13:37:16.568495
amazon,B0FZV5GDV4,G-Power,G-Power,Samsung tablet,EGP 99.00,,,5.0,,,,,https://m.media-amazon.com/images/I/51P-5yZXgwL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FZV5GDV4,2026-03-28T13:37:16.568997
amazon,B0DJBP6ZJW,WiWU,WiWU,Samsung tablet,EGP 74.24,EGP 99.00,Save 25%,4.2,Was:,,,,https://m.media-amazon.com/images/I/41vX-c35OTL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DJBP6ZJW,2026-03-28T13:37:16.569515
amazon,B0FH5HBW8F,LDNIO,LDNIO,Samsung tablet,EGP 87.44,,,2.2,,,,,https://m.media-amazon.com/images/I/41NRSc3ha5L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FH5HBW8F,2026-03-28T13:37:16.570000
amazon,B0FH5G2C1M,LDNIO,LDNIO,Samsung tablet,EGP 91.00,,,2.2,,,,,https://m.media-amazon.com/images/I/51UJV3Zw2KL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FH5G2C1M,2026-03-28T13:37:16.570446
amazon,B0D6WGVDK1,Samsung,Samsung,Samsung tablet,"EGP 14,199.00","EGP 14,590.00",,4.4,Was:,,,,https://m.media-amazon.com/images/I/51AsIPtSVPL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D6WGVDK1,2026-03-28T13:37:24.354935
amazon,B0CK7Y78BZ,Samsung,Samsung,Samsung tablet,"EGP 13,551.00",,,4.2,,,,,https://m.media-amazon.com/images/I/518ezM4GC5L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CK7Y78BZ,2026-03-28T13:37:24.355450
amazon,B0D7NL1ZPT,Samsung,Samsung,Samsung tablet,"EGP 15,000.00",,,4.2,,,,,https://m.media-amazon.com/images/I/41vsiWiVmXL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D7NL1ZPT,2026-03-28T13:37:24.355947
amazon,B0D14LP2KT,Samsung,Samsung,Samsung tablet,"EGP 13,999.00",,Save 5%,4.4,,,,,https://m.media-amazon.com/images/I/51sFTz6HNlL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D14LP2KT,2026-03-28T13:37:24.356562
amazon,B0CJFGTB69,Samsung,Samsung,Samsung tablet,"EGP 24,999.00",,,4.5,,,,,https://m.media-amazon.com/images/I/51JGMgVPmgL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CJFGTB69,2026-03-28T13:37:24.357131
amazon,B0DJD4J1K3,Samsung,Samsung,Samsung tablet,"EGP 45,499.00",,,4.7,,,,,https://m.media-amazon.com/images/I/61yWf1JdErL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DJD4J1K3,2026-03-28T13:37:24.357619
amazon,B0CRM9FZ87,Samsung,Samsung,Samsung tablet,"EGP 13,999.00",,,4.4,,,,,https://m.media-amazon.com/images/I/415cG4nGjvL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CRM9FZ87,2026-03-28T13:37:24.358103
amazon,B0D5K3292V,Samsung,Samsung,Samsung tablet,"EGP 15,000.00",,,4.2,,,,,https://m.media-amazon.com/images/I/61YNQMY2sYL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D5K3292V,2026-03-28T13:37:24.358556
