platform,asin,title,brand,category,current_price,original_price,discount,rating,reviews_count,prime_eligible,amazon_choice,sponsored,main_image,product_url,scraped_at
amazon,B0968WNFTV,spray paint black matt 400 ml,,Cat7807031,EGP 74.00,,,4.1,,,,,https://m.media-amazon.com/images/I/71-EW9wum1L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0968WNFTV,2026-03-28T13:32:39.360035
amazon,B0D5R67CTM,"6000 Pcs Clay Beads Bracelet Making Kit, 24 Colors Friendship Bracelet Making Kit Flat Round Polymer Clay Beads Spacer Heishi Beads for Jewelry Earrings Making with Pendant Charms Kit for Girls Adults",,Cat7807031,EGP 147.60,EGP 166.00,,3.9,Was:,,,,https://m.media-amazon.com/images/I/716sUBe3WUL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D5R67CTM,2026-03-28T13:32:39.360780
amazon,B07MKWX51X,"Assorted Colored Balloons Bulk Made Strong Latex Helium Air Use, Birthday Balloon Arch Supplies, Decoration Accessory.",,Cat7807031,EGP 78.50,EGP 93.50,,3.9,Was:,,,,https://m.media-amazon.com/images/I/917t-e7DQkL._AC_UL320_.jpg,https://www.amazon.eg/dp/B07MKWX51X,2026-03-28T13:32:39.361466
amazon,B0CY3SDJYK,Air Balloon Hand Pump One Click Balloon Rubber Balloon - Air Pump - Balloon Pump - Multi Color,,Cat7807031,EGP 63.75,,,3.7,,,,,https://m.media-amazon.com/images/I/61lqXafER5L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CY3SDJYK,2026-03-28T13:32:39.362066
amazon,B01EFPZHOO,Faber-Castell Charcoal Eraser for Student Artist Charcoal Sketch Drawing Tools - Gray,,Cat7807031,EGP 44.00,,,4.5,,,,,https://m.media-amazon.com/images/I/71RZ1at8eAL._AC_UL320_.jpg,https://www.amazon.eg/dp/B01EFPZHOO,2026-03-28T13:32:39.362680
amazon,B091BX13Z4,Balloons Pumb,,Cat7807031,EGP 34.99,,,3.6,,,,,https://m.media-amazon.com/images/I/51URqQCJkVL._AC_UL320_.jpg,https://www.amazon.eg/dp/B091BX13Z4,2026-03-28T13:32:39.363208
amazon,B07P9V68MZ,"Electric Air Balloon Pump 73005, multi color, Sky Touch",,Cat7807031,EGP 389.00,,,4.3,,,,,https://m.media-amazon.com/images/I/51JC4vG4SOL._AC_UL320_.jpg,https://www.amazon.eg/dp/B07P9V68MZ,2026-03-28T13:32:39.363769
amazon,B0C4H4WT9Q,"Art Supplies, Art Drawing Painting Sets, Arts and Crafts for Kids, Gifts for Teens Girls Boys 6-8-9-12, Art Kit Case Includes Oil Pastels, Crayons, Colored Pencils, Watercolor Cakes",,Cat7807031,EGP 189.89,,,3.9,,,,,https://m.media-amazon.com/images/I/A1CZmDD1vbL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0C4H4WT9Q,2026-03-28T13:32:39.364311
amazon,B081RRK1CP,"B-7000 110ML Adhesive, Multi-Function Glues Transperant Paste Adhesive Suitable for Phone Frame Bumper Jewelry Multi-Purpos,110ML/3.7fl.oz,with 3X Cleaning Cloth",,Cat7807031,EGP 110.00,,,4.3,,,,,https://m.media-amazon.com/images/I/51AWmDnekNL._AC_UL320_.jpg,https://www.amazon.eg/dp/B081RRK1CP,2026-03-28T13:32:39.364915
amazon,B0CBTD5FDT,"15Pcs Detail Paint Brush Set, Fine Cake Decorating Brushes Miniature Painting Brushes Artist Thin Paint Brushes for Fondant Sugar Food Watercolor Acrylic Oil Models Figurines Line Drawing Nail (White)",,Cat7807031,EGP 77.00,,,4.2,,,,,https://m.media-amazon.com/images/I/61raPUvXuBL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CBTD5FDT,2026-03-28T13:32:39.365434
amazon,B07MX49H8X,BMJ-F0026 10 COLOR PLASTIC PALETTE,,Cat7807031,EGP 18.32,EGP 24.00,,4.2,List:,,,,https://m.media-amazon.com/images/I/41mYv5HZwgL._AC_UL320_.jpg,https://www.amazon.eg/dp/B07MX49H8X,2026-03-28T13:32:39.366113
amazon,B0C3RYS8DR,SD Double Layer & Portable Travel Sewing Kits Box with Color Needle Threads Scissor pin Hand Work Sewing Box Handwork Sewing Accessories,,Cat7807031,EGP 52.28,EGP 71.00,,3.1,List:,,,,https://m.media-amazon.com/images/I/416Gd7OJdHS._AC_UL320_.jpg,https://www.amazon.eg/dp/B0C3RYS8DR,2026-03-28T13:32:39.366763
amazon,B09P4YHQFF,"208 PCS Art Supplies, BRAND Drawing Art Kit for Kids Adults Art Set with Double Sided Trifold Easel, Oil Pastels, Crayons (Blue)",,Cat7807031,EGP 298.00,EGP 328.00,,4.0,List:,,,,https://m.media-amazon.com/images/I/713j57DoY0L._AC_UL320_.jpg,https://www.amazon.eg/dp/B09P4YHQFF,2026-03-28T13:32:39.367430
amazon,B007AJWWB4,Jovi 500 gm Air Hardening Modelling Clay For Kids - White,,Cat7807031,EGP 123.00,,,4.3,,,,,https://m.media-amazon.com/images/I/51oCrqPzXPL._AC_UL320_.jpg,https://www.amazon.eg/dp/B007AJWWB4,2026-03-28T13:32:39.367976
amazon,B09G34PYN4,HQMaster B-7000 110ml (3.7oz) Glue with Precision Tips Adhesive Glue for Craft DIY Jewelry Phone Screen Repair RC Tires Paste,,Cat7807031,EGP 95.00,,,4.2,,,,,https://m.media-amazon.com/images/I/61p1p6okkYL._AC_UL320_.jpg,https://www.amazon.eg/dp/B09G34PYN4,2026-03-28T13:32:39.368487
amazon,B096VW12R3,Aswan clay dough 1/2 kilo ZAS,,Cat7807031,EGP 21.00,,,4.1,,,,,https://m.media-amazon.com/images/I/81yd+oODpiL._AC_UL320_.jpg,https://www.amazon.eg/dp/B096VW12R3,2026-03-28T13:32:39.369024
amazon,B091NZ5MQ3,Epobond 2 in 1 saroukh super glue,,Cat7807031,EGP 25.00,,,4.3,,,,,https://m.media-amazon.com/images/I/71t6+3K6OLL._AC_UL320_.jpg,https://www.amazon.eg/dp/B091NZ5MQ3,2026-03-28T13:32:39.369547
amazon,B091J9MBWL,Other Metallic Colors Balloon bag 100 pcs - Multi colors,,Cat7807031,EGP 81.00,,,3.6,,,,,https://m.media-amazon.com/images/I/61dm46g1igL._AC_UL320_.jpg,https://www.amazon.eg/dp/B091J9MBWL,2026-03-28T13:32:39.370150
amazon,B0C899ZTHR,"6 PCS Pants Extender Button, Flexible Waistband Extender Buttons for Men and Women, Jeans Waist Extender Metal Buttons No Sew Button for Extender Jeans Pants Collar 1.4 Inch (Extender Button)",,Cat7807031,EGP 11.00,EGP 45.00,,3.4,Was:,,,,https://m.media-amazon.com/images/I/41eFzWI75dL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0C899ZTHR,2026-03-28T13:32:39.370781
amazon,B0G82JFSJ7,Coloring Book 24 Professional Drawing Suitable for Adults and Kids Gifted (Moments),,Cat7807031,EGP 138.00,,,1.9,,,,,https://m.media-amazon.com/images/I/61-B3Ga64hL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0G82JFSJ7,2026-03-28T13:32:39.371311
amazon,B0025ZIGPO,"Jovi – Air Dry Modelling Clay, 250g, White (83)",,Cat7807031,EGP 108.00,,,4.3,,,,,https://m.media-amazon.com/images/I/51rmgUubuTL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0025ZIGPO,2026-03-28T13:32:39.371861
amazon,B0CG6K3BL1,Metal Pencil Sharpeners Single Hole Aluminum Alloy Handheld Sharpener Metal Sharpener for Most Size Pencils Adult and Kids - 1 Count.,,Cat7807031,EGP 12.00,,,4.1,,,,,https://m.media-amazon.com/images/I/71swVczW79L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CG6K3BL1,2026-03-28T13:32:39.372381
amazon,B091J69TTY,Electric Mini Sewing Machine,,Cat7807031,EGP 312.00,EGP 494.99,,2.4,List:,,,,https://m.media-amazon.com/images/I/61dh8v5AyxL._AC_UL320_.jpg,https://www.amazon.eg/dp/B091J69TTY,2026-03-28T13:32:39.373053
amazon,B0DD8CSRFH,Coloring Book 24 Professional Drawing Suitable For Adults And Kids Gifted Multi Shapes (Orange),,Cat7807031,EGP 95.00,,,4.4,,,,,https://m.media-amazon.com/images/I/61fj+3R3qxL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DD8CSRFH,2026-03-28T13:32:39.373568
amazon,B07WXPR84D,"DIYASY 328 Feet Crystal Elastic String, 0.8MM Clear Bead Cord for Bracelet Beads DIY Craft.",,Cat7807031,EGP 75.00,,,4.0,,,,,https://m.media-amazon.com/images/I/714ey1HkU2L._AC_UL320_.jpg,https://www.amazon.eg/dp/B07WXPR84D,2026-03-28T13:33:43.478187
amazon,B0D183KC3B,"100 Pack Jumbo Wooden Craft Sticks Natural Popsicle Sticks for Icecream Sticks, Cakesicle, Treat Sticks, Wax Sticks, Waxing, Tongue Depressors, DIY Crafts, Art Projects, ICES, Mixing, Classroom Supply",,Cat7807031,EGP 39.48,,,3.3,,,,,https://m.media-amazon.com/images/I/61LXaTCG9lL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D183KC3B,2026-03-28T13:33:43.478770
amazon,B0FMYTJ2ZD,"KIDSZONE Sewing Kit Christmas Gifts for Grandma, Mom, Adults, Kids, Beginner, Traveler, Emergency, Portable Sewing Supplies Contains Soft Tape Measure, Scissors, Thread, Sewing Needle etc (Medium)",,Cat7807031,EGP 249.00,,,3.9,,,,,https://m.media-amazon.com/images/I/81Sbtg1n5dL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FMYTJ2ZD,2026-03-28T13:33:43.479320
amazon,B0D8TJCJJ6,Thug Life Party Sunglasses 12 Bit Pixelated Multicolor Mosaic Gamer MLG Photo Props Glasses Adults Teens,,Cat7807031,EGP 139.00,,,3.6,,,,,https://m.media-amazon.com/images/I/315k-smRH9L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D8TJCJJ6,2026-03-28T13:33:43.479934
amazon,B0FRN9WLL7,"Professional Hand Sewing Needles Set - 55 Pieces Multi Sizes and Shapes Needles for Repairing and Sewing All Types of Fabrics, Perfect for DIY, Clothing Repair, DIY Projects",,Cat7807031,EGP 53.10,EGP 59.00,,3.7,Was:,,,,https://m.media-amazon.com/images/I/51uhyy3pMqL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FRN9WLL7,2026-03-28T13:33:43.480537
amazon,B0F1ZNHZT9,Zumra Panko Bread Crumbs - 200 gm,,Cat7807031,EGP 80.00,,,4.5,,,,,https://m.media-amazon.com/images/I/51zaFsOA7nL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0F1ZNHZT9,2026-03-28T13:33:43.481109
amazon,B0BVJ98VYC,"Plastic sharpener, 2 eyes, Yalong NO: YL-74_YL211630",,Cat7807031,EGP 10.33,,,4.0,,,,,https://m.media-amazon.com/images/I/512A1tDMq6L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BVJ98VYC,2026-03-28T13:33:43.481648
amazon,B0DWLTX4X6,"Polymer Clay Blocks Set, 12 Assorted Colours, Rainbow Modelling Clay Kit",,Cat7807031,EGP 29.78,,,4.0,,,,,https://m.media-amazon.com/images/I/41RzBjQTPBL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DWLTX4X6,2026-03-28T13:33:43.482175
amazon,B0CRQTT419,"(Pack of 6) Universal Pants Extender Buttons - Retractable Metal Waist Belt Extenders for Men Women Jeans, Collars and Cuffs",,Cat7807031,EGP 53.00,EGP 71.00,,4.0,List:,,,,https://m.media-amazon.com/images/I/41tbgH+mzNL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CRQTT419,2026-03-28T13:33:43.482803
amazon,B098BHZLXJ,Faber-Castell 127020 Art Eraser - Grey,,Cat7807031,EGP 35.00,,,4.2,,,,,https://m.media-amazon.com/images/I/61QZKp0b8NL._AC_UL320_.jpg,https://www.amazon.eg/dp/B098BHZLXJ,2026-03-28T13:33:43.483311
amazon,B0DF6QK8PW,"Golden Master Kraft Paper Bags 32 * 32 * 14 With Handles For Shopping, Gifts And Small Business (Kraft Beige 10 Pieces)",,Cat7807031,EGP 125.00,,,4.4,,,,,https://m.media-amazon.com/images/I/513uJ5h8C4L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DF6QK8PW,2026-03-28T13:33:43.483842
amazon,B08B4Z3H7M,Pritt 2003773 XS 11g glue stick Red,,Cat7807031,EGP 35.46,,,4.2,,,,,https://m.media-amazon.com/images/I/61OgNTWR1fL._AC_UL320_.jpg,https://www.amazon.eg/dp/B08B4Z3H7M,2026-03-28T13:33:43.484349
amazon,B0C5CYSWP8,"Abeillo Clear Plastic Storage Boxes, 24 Grids Clear Plastic Compartment Bead Storage Box Jewelry Organizer Case Diamond Painting Accessories Container with Removable Dividers",,Cat7807031,EGP 44.00,,,3.0,,,,,https://m.media-amazon.com/images/I/51-iV4TGSFL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0C5CYSWP8,2026-03-28T13:33:43.484944
amazon,B0CTD5QHM2,"Reusable Magic Water Coloring Book for Toddlers, No Mess Coloring Book, Portable Educational Drawing Toy Assorted",,Cat7807031,EGP 32.03,,,2.0,,,,,https://m.media-amazon.com/images/I/61wtMAaJPlL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CTD5QHM2,2026-03-28T13:33:43.485450
